0.0001344	0.0000976	5.6353191
0.0002688	0.0001953	5.6855846
0.0004032	0.0002929	5.7358501
0.0005376	0.0003906	5.7861155
0.0006719	0.0004882	5.8363810
0.0008063	0.0005858	5.8866465
0.0009407	0.0006835	5.9369120
0.0010751	0.0007811	5.9871775
0.0012095	0.0008787	6.0374429
0.0013439	0.0009764	6.0877084
0.0014783	0.0010740	6.1379739
0.0016127	0.0011717	6.1882394
0.0017470	0.0012693	6.2385049
0.0018814	0.0013669	0.0055851
0.0020158	0.0014646	0.0558505
0.0021502	0.0015622	0.1061160
0.0022846	0.0016599	0.1563815
0.0024190	0.0017575	0.2066470
0.0025534	0.0018551	0.2569125
0.0026878	0.0019528	0.3071779
0.0028222	0.0020504	0.3574434
0.0029565	0.0021481	0.4077089
0.0030909	0.0022457	0.4579744
0.0032253	0.0023433	0.5082399
0.0033597	0.0024410	0.5585054
0.0034941	0.0025386	0.6087708
0.0036285	0.0026362	0.6590363
0.0037629	0.0027339	0.7093018
0.0038973	0.0028315	0.7595673
0.0040316	0.0029292	0.8098328
0.0041660	0.0030268	0.8600983
0.0043004	0.0031244	0.9103637
0.0044348	0.0032221	0.9606292
0.0045692	0.0033197	1.0108947
0.0047036	0.0034174	1.0611602
0.0048380	0.0035150	1.1114257
0.0049724	0.0036126	1.1616912
0.0051068	0.0037103	1.2119566
0.0052411	0.0038079	1.2622221
0.0053755	0.0039055	1.3124876
0.0055099	0.0040032	1.3627531
0.0056443	0.0041008	1.4130186
0.0057787	0.0041985	1.4632840
0.0059131	0.0042961	1.5135495
0.0060475	0.0043937	1.5638150
0.0061819	0.0044914	1.6140805
0.0063162	0.0045890	1.6643460
0.0064506	0.0046867	1.7146115
0.0065850	0.0047843	1.7648769
0.0067194	0.0048819	1.8151424
0.0068538	0.0049796	1.8654079
0.0069882	0.0050772	1.9156734
0.0071226	0.0051749	1.9659389
0.0072570	0.0052725	2.0162044
0.0073914	0.0053701	2.0664698
0.0075257	0.0054678	2.1167353
0.0076601	0.0055654	2.1670008
0.0077945	0.0056630	2.2172663
0.0079289	0.0057607	2.2675318
0.0080633	0.0058583	2.3177972
0.0081977	0.0059560	2.3680627
0.0083321	0.0060536	2.4183282
0.0084665	0.0061512	2.4685937
0.0086008	0.0062489	2.5188592
0.0087352	0.0063465	2.5691247
0.0088696	0.0064442	2.6193901
0.0090040	0.0065418	2.6696556
0.0091384	0.0066394	2.7199211
0.0092728	0.0067371	2.7701866
0.0094072	0.0068347	2.8204521
0.0095416	0.0069324	2.8707176
0.0096760	0.0070300	2.9209830
0.0098103	0.0071276	2.9712485
0.0099447	0.0072253	3.0215140
0.0100791	0.0073229	3.0717795
0.0102135	0.0074205	3.1220450
0.0103479	0.0075182	3.1723104
0.0104823	0.0076158	3.2225759
0.0106167	0.0077135	3.2728414
0.0107511	0.0078111	3.3231069
0.0108854	0.0079087	3.3733724
0.0110198	0.0080064	3.4236379
0.0111542	0.0081040	3.4739033
0.0112886	0.0082017	3.5241688
0.0114230	0.0082993	3.5744343
0.0115574	0.0083969	3.6246998
0.0116918	0.0084946	3.6749653
0.0118262	0.0085922	3.7252308
0.0119606	0.0086898	3.7754962
0.0120949	0.0087875	3.8257617
0.0122293	0.0088851	3.8760272
0.0123637	0.0089828	3.9262927
0.0124981	0.0090804	3.9765582
0.0126325	0.0091780	4.0268237
0.0127669	0.0092757	4.0770891
0.0129013	0.0093733	4.1273546
0.0130357	0.0094710	4.1776201
0.0131700	0.0095686	4.2278856
0.0133044	0.0096662	4.2781511
0.0134388	0.0097639	4.3284165
0.0135732	0.0098615	4.3786820
0.0137076	0.0099592	4.4289475
0.0138420	0.0100568	4.4792130
0.0139764	0.0101544	4.5294785
0.0141108	0.0102521	4.5797440
0.0142451	0.0103497	4.6300094
0.0143795	0.0104473	4.6802749
0.0145139	0.0105450	4.7305404
0.0146483	0.0106426	4.7808059
0.0147827	0.0107403	4.8310714
0.0149171	0.0108379	4.8813369
0.0150515	0.0109355	4.9316023
0.0151859	0.0110332	4.9818678
0.0153203	0.0111308	5.0321333
0.0154546	0.0112285	5.0823988
0.0155890	0.0113261	5.1326643
0.0157234	0.0114237	5.1829297
0.0158578	0.0115214	5.2331952
0.0159922	0.0116190	5.2834607
0.0161266	0.0117166	5.3337262
0.0162610	0.0118143	5.3839917
0.0163954	0.0119119	5.4342572
0.0165297	0.0120096	5.4845226
0.0166641	0.0121072	5.5347881
0.0167985	0.0122048	5.5850536
0.0169329	0.0123025	5.6353191
0.0170673	0.0124001	5.6855846
0.0172017	0.0124978	5.7358501
0.0173361	0.0125954	5.7861155
0.0174705	0.0126930	5.8363810
0.0176049	0.0127907	5.8866465
0.0177392	0.0128883	5.9369120
0.0178736	0.0129860	5.9871775
0.0180080	0.0130836	6.0374429
0.0181424	0.0131812	6.0877084
0.0182768	0.0132789	6.1379739
0.0184112	0.0133765	6.1882394
0.0185456	0.0134741	6.2385049
0.0186800	0.0135718	0.0055851
0.0188143	0.0136694	0.0558505
0.0189487	0.0137671	0.1061160
0.0190831	0.0138647	0.1563815
0.0192175	0.0139623	0.2066470
0.0193519	0.0140600	0.2569125
0.0194863	0.0141576	0.3071779
0.0196207	0.0142553	0.3574434
0.0197551	0.0143529	0.4077089
0.0198895	0.0144505	0.4579744
0.0200238	0.0145482	0.5082399
0.0201582	0.0146458	0.5585054
0.0202926	0.0147435	0.6087708
0.0204270	0.0148411	0.6590363
0.0205614	0.0149387	0.7093018
0.0206958	0.0150364	0.7595673
0.0208302	0.0151340	0.8098328
0.0209646	0.0152316	0.8600983
0.0210989	0.0153293	0.9103637
0.0212333	0.0154269	0.9606292
0.0213677	0.0155246	1.0108947
0.0215021	0.0156222	1.0611602
0.0216365	0.0157198	1.1114257
0.0217709	0.0158175	1.1616912
0.0219053	0.0159151	1.2119566
0.0220397	0.0160128	1.2622221
0.0221741	0.0161104	1.3124876
0.0223084	0.0162080	1.3627531
0.0224428	0.0163057	1.4130186
0.0225772	0.0164033	1.4632840
0.0227116	0.0165009	1.5135495
0.0228460	0.0165986	1.5638150
0.0229804	0.0166962	1.6140805
0.0231148	0.0167939	1.6643460
0.0232492	0.0168915	1.7146115
0.0233835	0.0169891	1.7648769
0.0235179	0.0170868	1.8151424
0.0236523	0.0171844	1.8654079
0.0237867	0.0172821	1.9156734
0.0239211	0.0173797	1.9659389
0.0240555	0.0174773	2.0162044
0.0241899	0.0175750	2.0664698
0.0243243	0.0176726	2.1167353
0.0244587	0.0177703	2.1670008
0.0245930	0.0178679	2.2172663
0.0247274	0.0179655	2.2675318
0.0248618	0.0180632	2.3177972
0.0249962	0.0181608	2.3680627
0.0251306	0.0182584	2.4183282
0.0252650	0.0183561	2.4685937
0.0253994	0.0184537	2.5188592
0.0255338	0.0185514	2.5691247
0.0256681	0.0186490	2.6193901
0.0258025	0.0187466	2.6696556
0.0259369	0.0188443	2.7199211
0.0260713	0.0189419	2.7701866
0.0262057	0.0190396	2.8204521
0.0263401	0.0191372	2.8707176
0.0264745	0.0192348	2.9209830
0.0266089	0.0193325	2.9712485
0.0267433	0.0194301	3.0215140
0.0268776	0.0195277	3.0717795
0.0270120	0.0196254	3.1220450
0.0271464	0.0197230	3.1723104
0.0272808	0.0198207	3.2225759
0.0274152	0.0199183	3.2728414
0.0275496	0.0200159	3.3231069
0.0276840	0.0201136	3.3733724
0.0278184	0.0202112	3.4236379
