0.0001344	0.0000976	3.1918581
0.0002688	0.0001953	3.2421236
0.0004032	0.0002929	3.2923891
0.0005376	0.0003906	3.3426546
0.0006719	0.0004882	3.3929201
0.0008063	0.0005858	3.4431855
0.0009407	0.0006835	3.4934510
0.0010751	0.0007811	3.5437165
0.0012095	0.0008787	3.5939820
0.0013439	0.0009764	3.6442475
0.0014783	0.0010740	3.6945130
0.0016127	0.0011717	3.7447784
0.0017470	0.0012693	3.7950439
0.0018814	0.0013669	3.8453094
0.0020158	0.0014646	3.8955749
0.0021502	0.0015622	3.9458404
0.0022846	0.0016599	3.9961059
0.0024190	0.0017575	4.0463713
0.0025534	0.0018551	4.0966368
0.0026878	0.0019528	4.1469023
0.0028222	0.0020504	4.1971678
0.0029565	0.0021481	4.2474333
0.0030909	0.0022457	4.2976988
0.0032253	0.0023433	4.3479642
0.0033597	0.0024410	4.3982297
0.0034941	0.0025386	4.4484952
0.0036285	0.0026362	4.4987607
0.0037629	0.0027339	4.5490262
0.0038973	0.0028315	4.5992916
0.0040316	0.0029292	4.6495571
0.0041660	0.0030268	4.6998226
0.0043004	0.0031244	4.7500881
0.0044348	0.0032221	4.8003536
0.0045692	0.0033197	4.8506191
0.0047036	0.0034174	4.9008845
0.0048380	0.0035150	4.9511500
0.0049724	0.0036126	5.0014155
0.0051068	0.0037103	5.0516810
0.0052411	0.0038079	5.1019465
0.0053755	0.0039055	5.1522120
0.0055099	0.0040032	5.2024774
0.0056443	0.0041008	5.2527429
0.0057787	0.0041985	5.3030084
0.0059131	0.0042961	5.3532739
0.0060475	0.0043937	5.4035394
0.0061819	0.0044914	5.4538048
0.0063162	0.0045890	5.5040703
0.0064506	0.0046867	5.5543358
0.0065850	0.0047843	5.6046013
0.0067194	0.0048819	5.6548668
0.0068538	0.0049796	5.7051323
0.0069882	0.0050772	5.7553977
0.0071226	0.0051749	5.8056632
0.0072570	0.0052725	5.8559287
0.0073914	0.0053701	5.9061942
0.0075257	0.0054678	5.9564597
0.0076601	0.0055654	6.0067252
0.0077945	0.0056630	6.0569906
0.0079289	0.0057607	6.1072561
0.0080633	0.0058583	6.1575216
0.0081977	0.0059560	6.2077871
0.0083321	0.0060536	6.2580526
0.0084665	0.0061512	0.0251327
0.0086008	0.0062489	0.0753982
0.0087352	0.0063465	0.1256637
0.0088696	0.0064442	0.1759292
0.0090040	0.0065418	0.2261947
